"","caseid","norm_violation_justification"
"1647",2092357505,"Because that's what democrats do & it appears we are going to have to fight by their rules if we are to ever win another election."
"1648",2099929161,"If a President is duly elected by the people based on an agenda to accomplish goals favored by the people. I would not generally encourage using executive orders, but it some cases and or policy the sitting President has an obligation to satisfy campaign promises"
"1649",2100571833,"it is important"
"1650",2092343423,"The republicans need to stick together more than they do now"
"1651",2091481933,"It's a war, the two parties will never again agree. The President has to do what he can to run the country."
"1652",2092476859,"The Media censors most republicans not any Dems"
"1653",2092186255,"When Democrats do everything to harass and persecute a Republican, it may be the only way to accomplish priorities."
"1654",2093365113,"Because these medium sources generally lie"
"1655",2092604919,"When the current president came in he struck down the the previous president's exec orders and created many of his own. I now believe we need to even the playing field by saying everyone gets to or no one gets to. While I believe it's important to live in a representative democracy; I'm not so naive as to believe our leaders of either party agree."
"1656",2091966637,"Just leaning to the Right."
"1657",2091958869,"Under the leadership of Mitch McConnell, Republicans in Congress long ago stopped participating in representative democracy. When there is a mindful effort to block duly elected presidents from achieving any legislative goals, then there is no other choice. I'm actually glad to see a bit of a return to 'pork,' which provides an incentive for passing legislation (as opposed to obstruction and 'owning the libs'). I would much prefer negotiation and compromise, but until there is a sufficient number of GQP legislators willing to play, the system remains broken. Executive action is temporary fix to solve problems, and it's a bad solution as remedies are easily undone and changed by a future administration."
"1658",2095297729,"THE DEMOCRATS NEVER STOP ATTACKING REPUBLICANS, THEY LIE ABOUT THEIR OPPNENTS AND A LOT OF TIMES THEY PUT THEM IN JAIL JUST BECAUSE THEY DON'T AGREE WITH THEM."
"1659",2092659329,"I have lost all respect for the democratic party they want it their way or else, and they will use any measured to attain them."
"1660",2092606231,"That's all media does and how do you expect people to get along when our government cant"
"1661",2092564587,"Both parties should be honoring the election rules and the constitution. Democrats will do anything and everything to get elected. Republicans will do it the right way."
"1662",2093604727,"First of all the Democratic Party governs for all the people in the country and the Repulican Party only want to obstruct everything the democate Presisdent put forth. The repulican party only cares about the rich donors and large corporations with tax cuts."
"1663",2090414155,"I am a Democrat & I agree with most of the Democrats who I believe are fair & helps the people"
"1664",2092476307,"If the Democratic POTUS cannot get the Congress to act at all on a critical issue, he or she should act on those parts of the issue that he can."
"1665",2099333179,"your wording is kind of tricky I believe in democracy Media sources such as Carlton Tucker and Hannity are just ridicules I can't understand how they can continue to be on the air with the hatred that they breed daily"
"1666",2093541795,"Its not fair to favor one party over the other"
"1667",2098725923,"Because I believe that sometimes machines can be rigged to favor one candidate over the other."
"1668",2099900485,"I believe executive orders are ok as long as they are within the framework of the constitution and would not according to guidelines require Congress approval"
"1669",2100516505,"Because Republican's will not do anything that would help the American people while it's a Democratic President. Every time there is a Democratic President, they do everything to block them, then when the next election comes, they scream see they didn't get anything done all while skipping the part about them blocking everything."
"1670",2098893705,"I don't think attacking your opponents verbally is a great way to represent democracy."
"1671",2092757375,"The question was poorly worded, there was no correct answer so I chose closest to the correct. I believe that any election that is questioned by a candidate or a large number of voters should be carefully audited and investigated regardless of the party. This isn't loyalty to a party, and it isn't minimizing loyalty to election rules or the constitution. Questionable elections are the opposite of living in a representative democracy. All voters should have faith in our elections, but we don't and the problems started a long time before Trump."
"1672",2092620813,"I think if all sides are locked and no one is working together for the sake of the people the president should be able to override them all they sometimes forget they are working for the people and while they play there push and shove back and forth games we the people are the ones who suffer"
"1673",2099486547,"It's a fact that the media, social media, Hollywood elites support democrats and liberals so media hide facts, media lies to the public to help the democratic party, also it's prove that the presidential and midterm elections are being rigged to go in favor to democrats"
"1674",2090788047,"trumps twitter account"
"1675",2096272731,"I agree with what I said"
"1676",2092081313,"Because they do everything they say they gone do"
"1677",2098800131,"Because that is all that happens the media lies, withholds information to fit the Democrats narrative"
"1678",2098582557,"Because Republicans are obstructionist. There all about there power. More about there way than the betterment of the people of America."
"1679",2091733703,"Election rules can be bent towards the ruling party and assigned to be Constitutional. COURTS are the source of constitutionality. In this case the democrats are bending the rules and the Constitution to fit their case. Therefore, the Republicans should be loyal to the Republican party and investigate the changed election rules being bent with the Consitutionality of bending those election rules."
"1680",2092691061,"Republicans refuse to do what is right for this country and all people in it. They have refused to vote most things Democratic since President Obama. Without the executive orders sometimes, no bills would pass."
"1681",2092583207,"Historically and morally speaking, the Democrats question the election, it’s because of voter fraud on the part of Republicans."
"1682",2092605559,"That’s not what I understood the question to be. I don’t think they should break any kaws. There’s a difference Liberal!"
"1683",2092525653,"I feel like Democrats are in the position of bringing a knife to a gun fight. Republicans, by and large, are supporting Trump and others like him in their attempts to overthrow the government and install a fascist dictatorship. Even though the midterm elections went surprisingly well for Democrats, they lost control of the House because Republican-controlled states are more likely to perform extreme gerrymandering to ensure Republicans are elected, while Democratic-controlled states are more likely to have non-partisan bodies draw district boundaries. Similarly, Republicans in states like Georgia have given it their all to suppress the votes of poorer and black voters. If Democrats don't retaliate in kind, working to suppress votes of Republicans, we're more likely to end up with a Republican-controlled Congress voting to install a fascist dictator as President, regardless of what the votes of the people say. We saw it from McConnell's devious maneuver to prevent Obama from being able to put in a new Supreme Court justice after Scalia died. Republicans just aren't interested in following norms. If there are laws, they might break them. If there are norms not backed by laws, like in McConnell's situation, they will for sure break them, especially since the rise of Trump. Democrats must fight back and violate norms too, to prevent complete Republican takeover of the country and installation of a fascist dictatorship. You can write me off as a loony as you sit in your office and analyze your survey results, but if you're honest with yourself, you know this is a serious possibility."
"1684",2092734743,"Because republicans are evil"
"1685",2099535303,"Because there is little bipartisanship and then nothing is ever passed by either side."
"1686",2093756793,"If the order is lawful and within the Presidents powers then I see no problem"
"1687",2091972705,"I’m in favor of that only in certain circumstances. For instance, if the majority leader states that their only objective is to prevent the president from making any progress with anything at all, then the president would have to use other methods to do any of the things he was voted in for"
"1688",2093191793,"he is still the president and america voted him in"
"1689",2093987101,"I strongly agreed that the government should be able to censor media sources that spend more time attacking republicans, because although I value democracy, I am against bullying and oppression of any kind. And to you I ask, ""Do you think that a school staff/principal/teacher is stepping all over democracy when he/she regulates the the negative treatments of certain individuals, targeted by a group of opposing individuals, for the sake of a bully/discrimination-free zone?"""
"1690",2092515647,"Too many extremist republican congressperson want to take away personal freedoms, I.e. abortion, same sex marriage."
"1691",2098761791,"Everyone has to try to work together but to try to work with Republicans it's just going to be a tough task. They have no morals respect or anything they've shown that over time and time again. No one expresses this they show this themselves terrible people. The representatives that we have the majority of them those Republicans."
"1692",2100534419,"you should be loyal to your party weather you are a Democrat or a Rebublican"
"1693",2093118463,"If the President cannot get any Republicans to support or compromise he should use executive orders as long it's legal."
"1694",2092540327,"didn't quite mean it that way..our elections are so compromised today, i meant other republicans should watch for ballet stuffing, which we know does go on..they should at least get together and demand to know what happened..we always knew on election night who won..dems are taking weeks to count, covering windows while they are counting, they should look into it more..we knew election night that trump won in 2016..biden did not have rally's and yet he won by millions? republicans shouldn't allow that to go on.. biden don't even know where he is..that was not a fair election. seems dems can't win without cheatins. i believe dems are totally corrupted..there are corrupted gop too"
"1695",2099543321,"Because as far as Ive seen when the Republicans question an election they have facts and numbers"
"1696",2093411605,"Because now a days our politics are so divided that almost nothing will get done any other way."
"1697",2091430587,"Because the majority of people in this country agree with and support Democratic policies and positions, NOT Republican policies and positions. This has been proven again and again in poll after poll."
"1698",2092476455,"They, led by Mitch McConnell stole one of the appointments to the Supreme Court. Also some of their appointees are unqualified (Kavanaugh and Barrett)."
"1699",2091962997,"Because some things need to be passed for the greater good and republicans are petty and don’t want it"
"1700",2091379015,"Sometimes, the good of all citizens has to rise above party politics and an Executive Order allows that to happen. I would expect Presidents of both parties to do that. Gridlock has to go even though republicans want it to stay."
"1701",2091948543,"Republican party should be renamed the no party. They say no to everything. They don't care about anyone except the rich."
"1702",2093242245,"News should be covered without bias"
"1703",2099704581,"Prevent choas"
"1704",2091922949,"Democrats are đoing it"
"1705",2100527195,"Because I don’t believe Repubs try to represent constituents only corporate donors"
"1706",2098738413,"I would consider a recount"
"1707",2092074181,"I think we should talk about more about this this is very important"
"1708",2089632277,"This should be rare. Checks and balances exist for a reason. The three branches serve as a check on each other. If either overstep their authority, then the others serve as a check to that overstep. A great example of this is the current student loan forgiveness debate."
"1709",2092690315,"Not sure"
"1710",2092781533,"I don't think executive orders circumvent democracy. They're an allowable use of a President's powers and the President is also an elected representative of the people. Too often the opposing party values their party's interests above those of the country and the will of their own constituents and refuses to engage in any form of compromise. When obstructionism becomes the norm, there aren't many other ways to get anything done."
"1711",2094336269,"I think democrats are trying to help. Republicans don't help"
"1712",2092537023,"I do not trust the Democrats. They always seem to have computer problems or something else to hinder all people from voting. I think there should be the same amount of polling stations for both parties."
"1713",2095835399,"I do believe that the President is making that decision for everyone and that most people would benefit. I have been a Dem all my life and I was taught to believe in the Democrats. Even though depending on who it is can sometimes be douches."
"1714",2098957101,"This is a country of ""Liberty""!"
"1715",2091627473,"Sometimes you just have to do this when you are blocked at every turn."
"1716",2099396801,"Because democrats have a lot more decency than republicans. You rarely hear a democrat expressing violence or threats to the republicans. However, republicans and violent acts seem to go together like peas and carrots."
"1717",2092859815,"Democrats don’t have a Donald Trump agenda as a Cult."
"1718",2093954537,"Great"
"1719",2092391717,"To be a fair democracy all information should be Evenly available. To attack one party or the other is wrong. Whether Republicans or democrats the information given should be fair and honest."
"1720",2092058423,"Well, look at the f**king Supreme court for example: a bastion of conservatism that f**ks over women, minorities, the poor...shall I go on???"
"1721",2084311391,""
"1722",2100573851,"Representative democracy is currently broken because of gerrymandering across the country to a point where even if the majority of voters prefer Democratic representatives, we end up with the opposite. This is how we ended up with a Democratic president with a barely Republican Congress and does not represent the will of the majority of Americans."
"1723",2093599565,"I honestly can't explain, I don't follow politics but I know our last president was a republican and made bad choices therefore I'm not fond of Republicans"
"1724",2099656609,"En muchas ocasiones esa oposición es más por el hecho de ser un presidente del partido Demócrata, dejando de lado los beneficios tangibles para los ciudadanos."
"1725",2093544289,"they should noy be able to attack each other at all"
"1726",2092676965,"Different branches, different powers. I see no reason a president shouldn't issue executive orders that aren't explicitly prohibited if there is a reasonable argument that they should be allowed to do it. If congress objects, they should get their shit together and outlaw it. If someone else objects, they can attempt to push it through the courts. That's the beauty of checks and balances. Stop asking leading questions like this."
"1727",2100371319,"In my lifetime Republicans executive orders are mostly against public services and are not helpful for Americans , Republicans are very self centered and really care about party over The People. Moldy old white bred Republicans need voted out, Mitch McConnell is a perfect example of this. Obstructing any progress that helps Americans at every cost."
"1728",2098609385,"I always feel republicans are better suited for situations as stated above"
"1729",2090782825,"should not be one-sided it should work both ways"
"1730",2092605355,"I can't, brain hemmorage, stroke and traumatic brain injury make that too difficult to do."
"1731",2092894113,"Sorry misread I don’t want rules changed to fit needs"
"1732",2092557003,"Honestly I read the question as ""Republicans"" AND ""Democrats"" instead of THAN. so I would have answered differently"
"1733",2094028171,"Twitter, facebook and others should be shut down when they allow attacks on people or races."
"1734",2093935455,"Because the republicans would do it to democrats if given half a chance."
"1735",2092768657,"They are important things of national security and humanity that have to be thought about"
"1736",2092858719,"Republicans in general are very hard to debate with. They don't take issues seriously from what I've seen or don't care about the people."
"1737",2092537125,"With what is coming out on Twitter that social media is censuring conservative twitter and other posts and working with the FBI to censor the claims about Hunter Biden’s laptop. Yes, until the conservatives can be heard freely what is going on in our government under Democrat control needs to be cleaned up."
"1738",2092786379,"Like now Trump does not want the Republicans helping Biden at all cause he was impeached twice. I think where the Reps. chose to turn the map in their favor and also decided to stand with an ex president who broke the law and did what he wanted with no percussions then I think Biden should do what he wants. He should be able to do what he thinks Americans want."
"1739",2092810089,"Because they don't censor when Democrats do it to the Republicans, but they do censor conservation or Republicans whether or not they do it to Democrats. Either sense both or neither. I don't believe in censorship, but it needs to be fair. You can't censor one and not the other. You shouldn't censor neither."
"1740",2096335239,"not sure"
"1741",2093761863,"No president should be stonewalled"
"1742",2097322307,"I think that it has a time and place where it should be acceptable. Executive orders exist as well, and a president is still representative in a democracy. I don't know that I'd like it on all issues, but the constitution gives the president that authority to circumvent congress at times."
"1743",2095761543,"The Republican party is more interested in serving its own interests, making a profit, and taunting Democrats than it is serving the interests of the American people. In recent months, it has shown over and over again that it does not care about human rights in any form. Politicians who choose to violate human rights and remove human rights protections should always be able to be overruled."
"1744",2096170415,"Because nothing would get done."
"1745",2090317791,"I did not feel there was an answer choice that accurately reflected my opinion but this was the closest. I think other Republicans should be supportive of the party but should also adhere to election rules and the Constitution. These are not mutually exclusive."
"1746",2097260861,"the president is elected and his views are approved by the voters who elected him. Republicans often try to block bills based not on merit but party. Executive orders are legal and if not illegal courts can review them and strike them down."
"1747",2093969967,"The US, which is a representative democracy, has THREE co-equal branches of government. Congress passes laws which often do not address all functional issues related to them. Presidential executive orders, subject to judicial review, are a necessary Constitutional power of the Executive branch, historically used by BOTH PARTIES, to help execute the overall function of the Government."
"1748",2092742409,"We’ve seen that Republicans would would let everyone in the country die rather than work with a Democratic President. If they want to act like children, matters have to go over their head."
"1749",2089234937,"Because the folks in power have gerrymandered the maps so we don’t live in a truly representative democracy. Also the Republican party is dead set on obstruction of the democratic agenda- not on representing their constituents."
"1750",2098767615,"A representative democracy isn’t perfect—no system of government is. We have a two party system that creates too much deadlock as one side increasingly becomes fascist and the other remains centrist. On important and pressing issues a president has the power to pass legislation that wouldn’t get out of Congress."
"1751",2086309059,"I only meant that if Republicans reduce polling stations in Democratic areas then Democrats should reduce the polling stations in Republican districts as a counter measure- tit for tat so to speak. Actually, there should be ample amount of polling stations in a district whatever the makeup of the district is to be fair (but I live in a Red state and Dem areas always get screwed over) and no one should have to wait in line longer than 30min- 15 being the best. Same day registration or no cutoff should be allowed too- this isn't the 18th. century . A person's necessary paper work can be checked with computers now and verified."
"1752",2098315495,"Because the current Republican Party of late has devolved into a deranged death cult. Republicans can't be trusted to do the right thing until to disown Trumpism and expel the Q-Anon loving, fascist leaning crazies from their party."
"1753",2095743321,"No censor they should be allowed to attack"
"1754",2092524985,"The gridlock in DC is so great that without the ability to make executive actions absolutely nothing would get done. Republican or Democrat, we have to be able to govern."
"1755",2092604527,"Because republicans do that to democrats so we need to level the field"
"1756",2093885973,"I think that it depends on the issue and the context. Certain things should be able to be accomplished by executive order, while others should only be able to be done by getting buy-in from congress."
"1757",2091380649,"Balance of power has shifted. It appears when Republicans have a majority or can effectively stop all legislation they exercise this power. My sense of the power plays is that the Republican party attempts to stop any/all legislation that is pushed by the Democratic party even if the new laws clearly benefit most of society. They are not offering solutions, and marinade in hypocrisy."
"1758",2092769891,"I don’t believe that a president issuing executive orders runs contradictory to democratic values. After all, the president is also an elected official. By being elected a president has somewhat of a mandate from the American people to push forward their agenda."
"1759",2098719253,"I don't think he should"
"1760",2092777227,"no news sources should be allowed to spread lies and false stories about either party! but sadly, we have fax news who spread lies every day!"
"1761",2100464107,"because fuck them, that's what they do all the time"
"1762",2092493685,"It’s allowed under the Constitution and subject to judicial review and the orders only last until the next President from the other party changes them"
"1763",2092897701,"Democratic representative in senators represent more of the population than Republicans. Republicans, a minority of the population, are trying to impose theocratic based laws and majority. That is anti-American as it gets and deserves overturning by almost any means necessary."
"1764",2099606753,"The Obama presidency began an unprecedented time of obstruction by Republicans. I suspect his election, because he is African American, was the precursor to the resurgence of issues we settled through the Civil Rights Movement. The current Republican platform is non-existent. They take every opportunity to criticize and undermine efforts by the Democrats, who mostly appear to be trying to address issues important to the American people, while refusing to do anything to improve the lives of their constituents. The refusal of the republican controlled senate to vote on the nomination of Merrick Garland to the Supreme Court following the untimely death of Justice Scalia was unprecedented. Thereafter, while in power, they confirmed Amy Coney Barrett, who has very little judicial experience, in record time after the death of Justice Bader Ginsburg. Since then, they have used the courts to impede progress in spite of the voters rejecting the republicans repeatedly. Governing in this climate is virtually impossible, so Executive Orders are the way administrations have resorted to bring about the will of the voters."
"1765",2092564687,"If the country elected a democratic president, that president has the right to make changes using the executive branch. If the other party in congress is being obstinate, sometimes this is the only option."
"1766",2092684559,"Democratic presidents work for the good of all Americans. Republican representatives work for the good of wealthy white people, often to the detriment of a large portion of Americans. It is increasingly necessary to circumvent Republicans in order to keep our society free and fair."
"1767",2091430949,"If their priorities represent the will of the majority, they should move forward. If we didn’t have executive orders the rich would always run the country."
"1768",2097243141,"Yes they do good"
"1769",2092924351,"The Republicans only care about power. They are not willing to come to the table on almost anything. Since they won't bargain then go around them."
"1770",2092742761,"Some of these media sources are a danger to the country and results in more violence overall. It is better this way as well as the fact that these things must be fair."
"1771",2094371271,"good"
"1772",2092797625,"Because the Democratic Party, with all its members, cares about the affairs of the people and their decisions for their benefit always..."
"1773",2099651881,"An example was the presidency of Obama, the Republicans block every time he tried to pass a law, because they disliked him because of his views and color"
"1774",2096949151,"Because Republicans attack Democrats way more than Democrats saying anything about Republicans"
"1775",2093235919,"Many times the court makes wrong decisions"
"1776",2092997565,"Because there are some media sources that move away from democracy, pursue an inflammatory method, and calls for violence"
"1777",2092770317,"We don’t currently live in a representative democracy; electoral college is NOT equally representative. Republicans in congress do not compromise or work with Democrats, even when they have previously supported legislation."
"1778",2094336879,"Republicans have proven over and over that their goal is to prevent initiatives of any Democratic President even if those initiatives are for the benefit of the entire country. Republicans prefer party over the good over the good of the nation and even the constitution."
"1779",2097280441,"Because some of the media sources are biased and attack the Democrats, and they must court it"
"1780",2097322845,"He must rally for the Democratic Party and issue executive orders on their own to accomplish their priorities and work towards them, which is very important"
"1781",2094012395,"Because they are from the Democratic Party and they must be more loyal to the party no matter what"
"1782",2092501915,"some important issues can't be dealt with in bipartisan ways"
"1783",2093542339,"We voted for them, they need to work together and for us"
"1784",2093007301,"In order to maintain the security of the elections and prevent the impact of disputes that may occur during the elections"
"1785",2094030107,"For the sake of the Democratic Party, they are more loyal to the party, no matter what"
"1786",2093044381,"Because the Democratic Party is the system to which we must be more loyal and supportive and always be with it"
"1787",1773637725,"I think we should help each other out instead of taking for one of other"
"1788",2098733837,"Because there is lack of fairness in it and democracy is not offensive."
"1789",2093023931,""
"1790",2099176729,"The current republican party is no longer a party it is gone bananas, they are no longer following rules they have gone rouge. This is why"
"1791",2093708053,"It would only be certain circumstances. For safety for example."
"1792",2094135439,"Every since the republican party blocked Obama's ability to put a judge on the Supreme Court, I feel that was totally unjust and is a wrong that still needs to be corrected."
"1793",2098764639,"Because they are showing that they are not unbiased"
"1794",2093701723,"If one side finds it fun to attack the other sides values...then the others should have say-so too."
"1795",2092285919,"If it is legal to issue those orders, that it is part of how our system has been structured. Folks can & do sue to block those orders — and back in the day when we had a non-right wing $ captured SCOTUS, Presidents of both parties would get a fair shake. But tbqh the way our society has changed, we don’t live in a truly representative democracy anymore, given the Electoral College & the 2 Senators for every state no matter the population BS. And life terms for SCOTUS - we should change our SCOTUS structure to be more like real democratic countries like say Germany. US is heading for even more of a crisis if it doesn’t become more reflective of the views of the majority of US voters."
"1796",2098798863,"The current Republican party has made it known they will not pass laws just to spite Democrats, which I do not find that representative because those laws will help working class constituents on all sides."
"1797",2092525423,"Because in a representative democracy the task of the President is to accomplish programs that aid the country and the President has the power of executive orders. If the President oversteps boundaries the courts would step in."
"1798",2092770371,"The reason I feel this way is because the Republican Party is becoming extreme. All you have to look at Marjorie Taylor Green, Lauren Boebert extreme views on gun control, abortion, and being radical Christians. The fact that most of the Republican party did not feel that January 6th was not an insurrection is insane. Finally, supporting Donald Trump without questioning him on any of his actions means they have no honor and only want power."
"1799",2092377293,"I think Republicans will not cooperate with Democrats no matter what the issue, simply on principle. Executive orders are the best way to even the playing field, and probably even more representational of the public as a whole, if not overused/misused."
"1800",2092807271,"Because each state has two senators only, the senate skews to rural states that don't represent the majority of the people. The state districting maps are gerrymandered and our electoral college is so broken, two presidents didn't win the majority vote in my lifetime. In addition the obstructionism of Obama's presidency who made a lot of effort to compromise, made executive orders seem like his only recourse. I don't think executive orders should be the first option however."
"1801",2099558861,"Take a look at the last sixty years. Republicans have made it a party policy to obstruct any attempts at actual governing, particularly when a Democratic politician is likely to be thought of favorably by the public for it. It robbed Obama of a rightful SCOTUS justice pick, and gave THREE to Trump. And Trump had zero qualms about writing EOs for anything he wanted, even when it was illegal, to the applause of the Republican party. Why shouldn't a Democratic president use legal EOs at every opportunity, when Congressional Republicans have dedicated themselves to ensuring nothing at all gets accomplished? If Congressional Republicans were serious about bipartisanship and compromise, EOs would not be necessary & Congress could fulfilled its elected duties as intended, but they are not, and Republicans SAY AS MUCH in their own video clips. Where do YOU draw the line, at negotiating with known insurrectionists, who conspired together for your murder?"
"1802",2094013771,"In places where republicans are majority, they tend to be violent or try to obstaculize democrat polls"
"1803",2083597993,"If the opposing party puts up a brick wall based solely on party lines, it is a misuse of power. If it can be proven that the issue is being stonewalled, and at an impass, the president should have the authority to circumvent the congress in its whole to temporarily put measures into place to lead the country out of whatever crisis it faces. A person is smart, a group can be foolish."
"1804",2094603289,"I'm just neutral"
"1805",2099331211,"When laws protect a specific group of people who are at a risk of losing their rights, the president should do whatever it takes to make sure this doesn't happen. This includes circumventing Congress."
"1806",2093540797,"Executive Orders have a lot of limitations on them. You can't completely bypass congress for most things. For example reducing student loan debt by a measly 10k. That got stopped in the courts. However I think the president should do what they can through executive order if congress is locked up. This unfortunately happens a lot because the Republicans are more interested in stopping Democrats from doing anything than actually doing their jobs. To summarize I'm OK with it because executive action has limits and if a president goes too far the courts act as a checks and balance."
"1807",2093508547,""
"1808",2092823839,"It depends on the priority, but generally speaking the Republican party has been very vocal and public about their intent to railroad ANY agenda put forth by the Democratic Party."
"1809",2092501811,"Because the court was unequally constructed by a Republican President and congress, who unfairly refused to appoint justices when their was a democratic president."
"1810",2093028559,"Congressional gridlock"
"1811",2093853059,"The president is generally understood to have the power to respond to emergencies in the country under article 2. If a republican congress fails to respond to the point that an issue reaches the level of an emergency, the president should issue an executive order"
"1812",2092973173,"While less than an ideal representive democracy (for example: Senate, Supreme Court, fixed number of house representives = diluented representation, non voting memebers - native soverity & terrortories, Gerrymandering, 'lack of a parliementary non confiedence vote in gov',) the US system lacks sufficent checks & balances over minority rule, as is the case with republican 'gaming the system'. In theroy executive orders can be over turned by next admin, and/or the judicary. However, the current state of the Judicary has issues as well with adminstartive stays (recent supreme court case)"
"1813",2093766077,"It's a perfectly legal action. If the voters don't like it, they should elect people who will pass laws that curtail a President's power to do it. I would expect a Republican president to do the same. I would probably complain about the action taken, but not about a President's lawful right to do it."
"1814",2092425527,"When the opposite party makes statements that they will oppose anything proposed by the president before hand its time for exectuive action. This applies to any party."
"1815",2093118879,"Sometimes Republican legislators sabotage the work of the President which bears direct benefits to our country. E.g Ted Cruz blocking the appointment of ambassadors because he doesn't agree with President Biden is a form of sabotage and bad faith legislating, therefore, Biden should utilize his powers to appoint Ambassadors"
"1816",2100220933,"Isn't that what Donald Trump did? How will anything get passed IF Republicans won't work with Democrats? It took Biden & the Democrats to pass laws regarding insulin pricing, infrastructure etc....Republicans NEVER did any of that"
"1817",2095104275,"The law may be a good thing for the people but the other party are against it just to oppose. Which in turn hurts the country"
"1818",2099557423,"Because there is cheating going on."
"1819",2092080697,"I think that they should know that the Democratic Party is most likely doing what’s best for the people."
"1820",2093235789,"Sometimes few may haven't supported but thats not right."
"1821",2096469241,"I suppose it is a lack of bias because I lean more towards democracy, but the reality is that the opinion of each person must be respected, whether or not they are Republican"
"1822",2096983121,"no"
"1823",2092599843,"they need more knowalge"
"1824",2100529437,"Because opposing congress members do things like this out of their own beliefs and they don't do it for their voters. Like with defending gay marriage, even the majority of Republican voters support gay rights yet so many Republicans in congress didn't want to protect gay rights. You need to go by what the people want!"
"1825",2099657441,"Election rules and the constitution are manipulated and sometimes the votes of Americans are not represented at the public level. The rules of the Constitution and elections must be changed to more accurately reflect the majority of Americans' views."
"1826",2100024487,"Depending on the issue- no single people should be able to cause harm and issues to a mass of people. To be honest, I don't know a lot about politics and the lingo for everything. But from what I've gathered, there are a lot of republicans purposely making things take a long time and being inconclusive and being pushed off repeatedly. And when it comes to human rights, Republicans are the only ones standing in the way of people having them. If the roles were reveresed between the parties I would still feel the same."
"1827",2093157403,"Favouritism may begin to act up in the media house. So every event or news should be censored by the government before cast"
"1828",2092800299,"Intentional obfuscation by one political group cannot be allowed to gridlock the country."
"1829",2088541727,"Because we can't change law without cooperation with republican members"
"1830",2092077885,"While it would be ideal to live in a representative democracy that is fair and just I do believe there is fraud in elections (especially by republicans) so it’s not always by and for the people. Sometimes you have to fight fire with fire to get the necessary results."
"1831",2092599681,"This is to make sure that the party remain strong irrespective of their differences.This will also ensure them retention of the seat."
"1832",2092800291,"no"
"1833",2092447235,"Judges appointed by Republican presidents in the last few years have held values that are immoral and challenge the dignity and worth of human beings. Therefore said judges are more likely to judge and rule in ways that do not allow people to live their best, safest and healthiest lives. For example, Barrett is extremely against abortion so if faced with a case where a person had to have an abortion to save her own life, Barrett would likely find the person guilty of crimes if abortion were deemed illegal."
"1834",2092734407,"no"
"1835",2092785235,"no"
"1836",2093092539,"I don't know how to say."
"1837",2092899621,"If the media source is attacking people, I don’t believe that falls under the guise of living under a representative democracy."
"1838",2093123105,"I think as long as it is right and reasonable, I"
"1839",2093038753,"I feel that the media portrays things in an awful light no matter what the party, or circumstance. I feel like we should be able to cut the media out at times cuz a lot of what they report goes based off others agendas or whatever they choose to report."
"1840",2099599417,"If those verdicts are un-democratic, which Republican presidents and nominees can issue rulings that are, then there is a duty to ignore those rulings and decisions, similarly to how Andrew Jackson ignored court orders in the 1800s (Jackson was still a bad president though, not defending Jackson’s character)."
"1841",2091949927,"it is unique and re"
"1842",2092648699,"Democrats break election rules and cheat in elections far more often and more obviously than republicans"
"1843",2092672875,"Presidents lay out planned agenda when running for office, the elected. When congressional members no longer act in good faith (to stall progress for personal or political gain) then the president should act and use all tools available. Congress is able to challenge legality if the president has over stepped authority."
"1844",2100274245,"Because most of these judges are politicians on robes . They have no problem whatsoever playing partisan politics. Most judge shop and they are destroying the country"
"1845",2097217647,"I think they are wasting their time polling there tbh"
"1846",2093152649,"I said that because there needs to be Union among the Congress members"
"1847",2092811091,"I do not agree with the latter"
"1848",2092885723,"By my political inclination"
"1849",2101353901,"I answered “neither agree nor disagree”, not “agree”. However, if there’s important legislation that needs to pass and if GOP pulls their usual bullshit and blocks it, I’m in favor. Depends on the legislation."
"1850",2101466375,"When the early polls are taken and the the Republican is in the lead then suddenly the Democrats wins, there will be lots of questions."
"1851",2099084967,"If the Democrats (or Republicans for that matter) are purely playing politics and not putting the American people first; then a president should be able to rise above that. It seems that many in Congress, especially the Democrats, are more interested in seeing Republicans fail (especially Donald Trump) than to see a Republican’s policy help Americans."
"1852",2102020949,"Any such censoring should be applied EQUALLY, doesn't matter which party. The difficult part is who the censors are. They have to be impartial or the whole thing falls apart. For example, the current SCOTUS clearly is NOT impartial and the censorship from them would be biased and not trusted."
"1853",2099182003,"THERE SHOULD BE FAIRNESS IN ALL MEDIA. THE TRUTH SHOULD ALWAYS BE THE PRESENT."
"1854",2101287807,"Trump issued many executive orders to get around congress. so why not give the Democrats the same. Members of congress should be elected by how they are not by party. Democrats in many ways don't agree with party. Republicans the same. every person running should tell how they feel and not beat around the bush as many do. Is it a yes I agree with democracy or a no. Yes on immigration or no. If have specific feelings they should specifically tell them to help people know who to vote for. Are you anti abortion because your party says so or what are actual feelings NEVER LIE TO GET ELECTED. That seems to be coming common place. That is why we need new honest people in government"
"1855",2102021541,"I think it should work for Democrat and RepublicanPresident to get laws passed."
"1856",2101316327,"It's been done before in both parties. What a one sided question."
"1857",2102021167,"I do not trust democrat politician"
"1858",2101434195,"if the President feels that strongey about an issue that he should be ble to use an executive order to pass the law"
"1859",2100724799,"he should within his authority"
"1860",2100155867,"Sometimes it is very important to act in a way that benefits all Americans"
"1861",2101313259,"The Media should be forced to play fair!"
